leave_id,employee_id,leave_type,start_date,end_date,status,created_at
1037,449,maternity,2020-10-10,2021-01-06,approved,2026-04-05 21:50:05.069527
1038,449,annual,2020-10-22,2020-10-26,approved,2026-04-05 21:50:05.069527
1039,450,annual,2020-01-04,2020-01-17,approved,2026-04-05 21:50:05.069527
1040,450,annual,2021-10-25,2021-11-09,approved,2026-04-05 21:50:05.069527
1041,450,annual,2024-01-21,2024-01-28,approved,2026-04-05 21:50:05.069527
1042,451,annual,2020-08-30,2020-09-05,approved,2026-04-05 21:50:05.069527
1043,451,sick,2021-02-16,2021-02-18,approved,2026-04-05 21:50:05.069527
1044,452,unpaid,2021-12-03,2021-12-09,approved,2026-04-05 21:50:05.069527
1045,452,sick,2023-10-14,2023-10-18,approved,2026-04-05 21:50:05.069527
1046,453,annual,2020-01-29,2020-02-06,approved,2026-04-05 21:50:05.069527
1047,453,annual,2020-01-26,2020-02-06,approved,2026-04-05 21:50:05.069527
1048,453,annual,2022-12-03,2022-12-10,approved,2026-04-05 21:50:05.069527
1049,454,sick,2021-01-09,2021-01-10,rejected,2026-04-05 21:50:05.069527
1050,454,annual,2023-08-05,2023-08-13,approved,2026-04-05 21:50:05.069527
1051,454,annual,2021-02-14,2021-02-26,approved,2026-04-05 21:50:05.069527
1052,455,annual,2024-01-24,2024-01-31,approved,2026-04-05 21:50:05.069527
1053,455,sick,2020-08-08,2020-08-13,approved,2026-04-05 21:50:05.069527
1054,455,annual,2021-12-12,2021-12-16,approved,2026-04-05 21:50:05.069527
1055,455,annual,2023-04-05,2023-04-15,approved,2026-04-05 21:50:05.069527
1056,455,annual,2020-10-04,2020-10-17,approved,2026-04-05 21:50:05.069527
1057,456,annual,2020-11-14,2020-11-25,approved,2026-04-05 21:50:05.069527
1058,456,annual,2020-11-16,2020-11-21,approved,2026-04-05 21:50:05.069527
1059,456,annual,2022-08-31,2022-09-08,approved,2026-04-05 21:50:05.069527
1060,456,annual,2023-02-15,2023-02-19,approved,2026-04-05 21:50:05.069527
1061,457,sick,2022-07-18,2022-07-22,approved,2026-04-05 21:50:05.069527
1062,457,annual,2021-03-02,2021-03-07,approved,2026-04-05 21:50:05.069527
1063,457,annual,2023-04-04,2023-04-14,approved,2026-04-05 21:50:05.069527
1064,457,annual,2021-02-17,2021-02-20,approved,2026-04-05 21:50:05.069527
1065,457,unpaid,2021-03-19,2021-03-31,approved,2026-04-05 21:50:05.069527
1066,458,annual,2020-07-31,2020-08-06,approved,2026-04-05 21:50:05.069527
1067,458,annual,2020-01-27,2020-02-02,rejected,2026-04-05 21:50:05.069527
1068,459,annual,2021-05-24,2021-05-28,approved,2026-04-05 21:50:05.069527
1069,459,sick,2023-09-29,2023-10-02,approved,2026-04-05 21:50:05.069527
1070,459,annual,2022-12-27,2023-01-02,approved,2026-04-05 21:50:05.069527
1071,459,annual,2021-10-23,2021-11-04,approved,2026-04-05 21:50:05.069527
1072,459,annual,2021-04-15,2021-04-20,approved,2026-04-05 21:50:05.069527
1073,460,annual,2023-07-03,2023-07-10,rejected,2026-04-05 21:50:05.069527
1074,460,sick,2023-10-06,2023-10-08,approved,2026-04-05 21:50:05.069527
1075,460,annual,2021-11-05,2021-11-10,approved,2026-04-05 21:50:05.069527
1076,460,annual,2020-09-26,2020-09-29,approved,2026-04-05 21:50:05.069527
1077,460,annual,2020-11-08,2020-11-11,approved,2026-04-05 21:50:05.069527
1078,460,annual,2021-03-11,2021-03-15,approved,2026-04-05 21:50:05.069527
1079,461,annual,2021-01-17,2021-01-27,approved,2026-04-05 21:50:05.069527
1080,461,annual,2023-04-08,2023-04-14,approved,2026-04-05 21:50:05.069527
1081,462,sick,2022-12-28,2023-01-02,approved,2026-04-05 21:50:05.069527
1082,462,annual,2023-08-27,2023-09-02,approved,2026-04-05 21:50:05.069527
1083,463,sick,2022-09-04,2022-09-05,approved,2026-04-05 21:50:05.069527
1084,463,sick,2021-03-10,2021-03-13,approved,2026-04-05 21:50:05.069527
1085,463,sick,2022-02-08,2022-02-13,approved,2026-04-05 21:50:05.069527
1086,464,annual,2022-05-10,2022-05-20,approved,2026-04-05 21:50:05.069527
1087,464,annual,2020-09-18,2020-10-02,approved,2026-04-05 21:50:05.069527
1088,464,annual,2022-02-10,2022-02-23,rejected,2026-04-05 21:50:05.069527
1089,464,paternity,2022-06-04,2022-06-18,approved,2026-04-05 21:50:05.069527
1090,464,annual,2020-03-24,2020-04-04,approved,2026-04-05 21:50:05.069527
1091,465,annual,2022-07-26,2022-08-04,rejected,2026-04-05 21:50:05.069527
1092,465,sick,2021-09-30,2021-10-02,approved,2026-04-05 21:50:05.069527
1093,466,annual,2024-05-27,2024-06-10,approved,2026-04-05 21:50:05.069527
1094,466,annual,2024-05-02,2024-05-08,approved,2026-04-05 21:50:05.069527
1095,467,paternity,2021-08-09,2021-08-22,approved,2026-04-05 21:50:05.069527
1096,467,unpaid,2023-05-02,2023-05-27,approved,2026-04-05 21:50:05.069527
1097,467,maternity,2022-07-07,2022-09-19,pending,2026-04-05 21:50:05.069527
1098,468,annual,2020-06-18,2020-07-01,approved,2026-04-05 21:50:05.069527
1099,468,annual,2022-01-13,2022-01-25,approved,2026-04-05 21:50:05.069527
1100,468,unpaid,2024-03-17,2024-03-31,approved,2026-04-05 21:50:05.069527
1101,468,annual,2023-04-13,2023-04-27,approved,2026-04-05 21:50:05.069527
1102,468,sick,2020-12-16,2020-12-20,approved,2026-04-05 21:50:05.069527
1103,468,annual,2022-01-19,2022-02-03,approved,2026-04-05 21:50:05.069527
1104,469,annual,2024-04-01,2024-04-04,approved,2026-04-05 21:50:05.069527
1105,469,sick,2020-08-08,2020-08-12,approved,2026-04-05 21:50:05.069527
1106,469,annual,2020-02-07,2020-02-14,approved,2026-04-05 21:50:05.069527
1107,469,sick,2023-01-26,2023-01-29,approved,2026-04-05 21:50:05.069527
1108,470,sick,2022-09-10,2022-09-11,approved,2026-04-05 21:50:05.069527
1109,470,annual,2021-02-14,2021-02-26,approved,2026-04-05 21:50:05.069527
1110,471,annual,2023-04-16,2023-04-25,approved,2026-04-05 21:50:05.069527
1111,471,sick,2023-07-31,2023-08-01,approved,2026-04-05 21:50:05.069527
1112,471,annual,2023-02-09,2023-02-16,approved,2026-04-05 21:50:05.069527
1113,471,annual,2021-06-20,2021-07-05,approved,2026-04-05 21:50:05.069527
1114,471,unpaid,2024-01-03,2024-01-30,approved,2026-04-05 21:50:05.069527
1115,472,annual,2020-08-14,2020-08-18,approved,2026-04-05 21:50:05.069527
1116,472,annual,2020-02-21,2020-02-29,approved,2026-04-05 21:50:05.069527
1117,472,sick,2020-07-28,2020-08-01,approved,2026-04-05 21:50:05.069527
1118,473,maternity,2020-02-12,2020-05-11,approved,2026-04-05 21:50:05.069527
1119,473,annual,2022-03-25,2022-04-06,approved,2026-04-05 21:50:05.069527
1120,474,sick,2021-11-01,2021-11-03,approved,2026-04-05 21:50:05.069527
1121,474,annual,2020-05-03,2020-05-08,approved,2026-04-05 21:50:05.069527
1122,474,annual,2020-07-06,2020-07-13,approved,2026-04-05 21:50:05.069527
1123,474,annual,2023-05-21,2023-06-03,approved,2026-04-05 21:50:05.069527
1124,475,annual,2024-04-22,2024-05-01,approved,2026-04-05 21:50:05.069527
1125,475,annual,2022-06-09,2022-06-23,approved,2026-04-05 21:50:05.069527
1126,475,paternity,2024-04-05,2024-04-20,approved,2026-04-05 21:50:05.069527
1127,476,annual,2023-07-14,2023-07-23,pending,2026-04-05 21:50:05.069527
1128,476,annual,2023-08-09,2023-08-20,approved,2026-04-05 21:50:05.069527
1129,476,sick,2023-06-03,2023-06-04,approved,2026-04-05 21:50:05.069527
1130,476,sick,2020-09-13,2020-09-16,approved,2026-04-05 21:50:05.069527
1131,477,annual,2021-04-19,2021-04-24,approved,2026-04-05 21:50:05.069527
1132,477,maternity,2022-05-12,2022-08-08,approved,2026-04-05 21:50:05.069527
1133,477,sick,2020-09-16,2020-09-20,approved,2026-04-05 21:50:05.069527
1134,477,sick,2022-08-20,2022-08-24,approved,2026-04-05 21:50:05.069527
1135,477,maternity,2020-09-02,2020-11-15,approved,2026-04-05 21:50:05.069527
1136,477,annual,2024-05-07,2024-05-14,approved,2026-04-05 21:50:05.069527
1137,478,annual,2021-09-23,2021-09-27,approved,2026-04-05 21:50:05.069527
1138,478,annual,2021-04-27,2021-05-11,approved,2026-04-05 21:50:05.069527
1139,479,annual,2022-10-12,2022-10-24,approved,2026-04-05 21:50:05.069527
1140,479,sick,2023-04-28,2023-04-29,approved,2026-04-05 21:50:05.069527
1141,480,annual,2020-07-24,2020-08-07,pending,2026-04-05 21:50:05.069527
1142,480,annual,2022-08-21,2022-09-03,approved,2026-04-05 21:50:05.069527
1143,480,annual,2023-09-21,2023-10-04,approved,2026-04-05 21:50:05.069527
1144,480,unpaid,2022-01-11,2022-01-16,approved,2026-04-05 21:50:05.069527
1145,480,sick,2020-06-28,2020-06-30,approved,2026-04-05 21:50:05.069527
1146,480,annual,2022-01-29,2022-02-10,rejected,2026-04-05 21:50:05.069527
1147,481,annual,2020-09-24,2020-09-30,approved,2026-04-05 21:50:05.069527
1148,481,annual,2023-09-11,2023-09-22,approved,2026-04-05 21:50:05.069527
1149,481,annual,2020-12-26,2020-12-30,approved,2026-04-05 21:50:05.069527
1150,481,annual,2023-11-09,2023-11-14,approved,2026-04-05 21:50:05.069527
1151,481,sick,2020-06-19,2020-06-24,approved,2026-04-05 21:50:05.069527
1152,481,sick,2022-08-18,2022-08-22,rejected,2026-04-05 21:50:05.069527
1153,482,annual,2021-06-29,2021-07-04,approved,2026-04-05 21:50:05.069527
1154,482,annual,2021-01-06,2021-01-20,approved,2026-04-05 21:50:05.069527
1155,482,annual,2020-02-09,2020-02-23,approved,2026-04-05 21:50:05.069527
1156,482,annual,2021-03-02,2021-03-12,approved,2026-04-05 21:50:05.069527
1157,482,sick,2020-02-05,2020-02-10,approved,2026-04-05 21:50:05.069527
1158,482,sick,2021-05-24,2021-05-28,approved,2026-04-05 21:50:05.069527
1159,483,annual,2024-03-22,2024-03-31,approved,2026-04-05 21:50:05.069527
1160,483,annual,2022-12-13,2022-12-17,approved,2026-04-05 21:50:05.069527
1161,484,annual,2024-05-25,2024-05-28,approved,2026-04-05 21:50:05.069527
1162,484,maternity,2022-03-16,2022-06-03,approved,2026-04-05 21:50:05.069527
1163,485,unpaid,2021-06-02,2021-06-21,rejected,2026-04-05 21:50:05.069527
1164,485,annual,2023-03-01,2023-03-04,pending,2026-04-05 21:50:05.069527
1165,485,annual,2021-01-29,2021-02-09,approved,2026-04-05 21:50:05.069527
1166,485,paternity,2022-04-15,2022-04-29,approved,2026-04-05 21:50:05.069527
1167,486,annual,2021-01-01,2021-01-06,approved,2026-04-05 21:50:05.069527
1168,486,sick,2020-04-01,2020-04-04,approved,2026-04-05 21:50:05.069527
1169,487,annual,2022-11-06,2022-11-21,approved,2026-04-05 21:50:05.069527
1170,487,paternity,2023-08-26,2023-09-05,rejected,2026-04-05 21:50:05.069527
1171,487,sick,2022-04-25,2022-04-29,pending,2026-04-05 21:50:05.069527
1172,488,sick,2020-07-17,2020-07-22,approved,2026-04-05 21:50:05.069527
1173,488,annual,2022-03-27,2022-04-09,approved,2026-04-05 21:50:05.069527
1174,488,annual,2020-08-27,2020-09-04,approved,2026-04-05 21:50:05.069527
1175,488,annual,2024-03-21,2024-04-02,approved,2026-04-05 21:50:05.069527
1176,488,annual,2023-11-15,2023-11-18,approved,2026-04-05 21:50:05.069527
1177,488,sick,2024-05-05,2024-05-07,approved,2026-04-05 21:50:05.069527
1178,489,annual,2023-01-23,2023-02-05,approved,2026-04-05 21:50:05.069527
1179,489,sick,2020-06-21,2020-06-23,approved,2026-04-05 21:50:05.069527
1180,490,sick,2024-04-01,2024-04-05,approved,2026-04-05 21:50:05.069527
1181,490,annual,2021-06-02,2021-06-06,approved,2026-04-05 21:50:05.069527
1182,490,annual,2023-02-16,2023-02-19,approved,2026-04-05 21:50:05.069527
1183,491,annual,2021-05-03,2021-05-11,approved,2026-04-05 21:50:05.069527
1184,491,sick,2022-03-03,2022-03-05,approved,2026-04-05 21:50:05.069527
1185,492,annual,2020-11-15,2020-11-28,approved,2026-04-05 21:50:05.069527
1186,492,annual,2020-12-24,2020-12-31,approved,2026-04-05 21:50:05.069527
1187,492,sick,2021-12-10,2021-12-12,approved,2026-04-05 21:50:05.069527
1188,492,annual,2024-04-29,2024-05-10,approved,2026-04-05 21:50:05.069527
1189,492,annual,2020-01-08,2020-01-20,approved,2026-04-05 21:50:05.069527
1190,493,annual,2020-05-16,2020-05-31,approved,2026-04-05 21:50:05.069527
1191,493,annual,2020-02-08,2020-02-23,approved,2026-04-05 21:50:05.069527
1192,494,maternity,2022-01-29,2022-04-09,approved,2026-04-05 21:50:05.069527
1193,494,sick,2020-05-22,2020-05-27,approved,2026-04-05 21:50:05.069527
1194,494,sick,2024-01-05,2024-01-10,approved,2026-04-05 21:50:05.069527
1195,494,annual,2023-02-04,2023-02-12,approved,2026-04-05 21:50:05.069527
1196,494,annual,2023-04-04,2023-04-09,approved,2026-04-05 21:50:05.069527
1197,494,annual,2021-04-11,2021-04-24,approved,2026-04-05 21:50:05.069527
1198,495,annual,2021-07-10,2021-07-15,approved,2026-04-05 21:50:05.069527
1199,495,annual,2020-04-19,2020-04-23,approved,2026-04-05 21:50:05.069527
1200,496,sick,2023-07-26,2023-07-29,approved,2026-04-05 21:50:05.069527
1201,496,sick,2021-11-28,2021-12-01,rejected,2026-04-05 21:50:05.069527
1202,497,annual,2022-09-26,2022-10-04,approved,2026-04-05 21:50:05.069527
1203,497,maternity,2022-02-10,2022-05-11,approved,2026-04-05 21:50:05.069527
1204,497,annual,2023-07-17,2023-07-23,rejected,2026-04-05 21:50:05.069527
1205,497,paternity,2022-09-21,2022-10-05,approved,2026-04-05 21:50:05.069527
1206,498,annual,2022-04-22,2022-05-06,rejected,2026-04-05 21:50:05.069527
1207,498,annual,2020-08-29,2020-09-05,approved,2026-04-05 21:50:05.069527
1208,498,annual,2023-03-04,2023-03-13,approved,2026-04-05 21:50:05.069527
1209,498,annual,2021-01-05,2021-01-20,approved,2026-04-05 21:50:05.069527
1210,498,annual,2024-04-08,2024-04-22,approved,2026-04-05 21:50:05.069527
1211,498,sick,2020-06-12,2020-06-13,approved,2026-04-05 21:50:05.069527
1212,499,sick,2021-07-11,2021-07-16,rejected,2026-04-05 21:50:05.069527
1213,499,sick,2021-11-24,2021-11-25,approved,2026-04-05 21:50:05.069527
1214,500,paternity,2024-05-21,2024-06-04,approved,2026-04-05 21:50:05.069527
1215,500,paternity,2020-05-22,2020-06-05,approved,2026-04-05 21:50:05.069527
1216,6,annual,2023-05-30,2023-06-02,approved,2026-04-05 21:50:05.069527
1217,6,annual,2020-08-02,2020-08-08,approved,2026-04-05 21:50:05.069527
1218,6,annual,2023-12-15,2023-12-22,approved,2026-04-05 21:50:05.069527
1219,23,annual,2022-05-27,2022-05-30,approved,2026-04-05 21:50:05.069527
1220,23,sick,2022-08-23,2022-08-25,approved,2026-04-05 21:50:05.069527
1221,23,maternity,2022-10-13,2023-01-02,approved,2026-04-05 21:50:05.069527
1222,37,annual,2020-09-25,2020-09-28,approved,2026-04-05 21:50:05.069527
1223,37,annual,2023-11-20,2023-11-25,approved,2026-04-05 21:50:05.069527
1224,60,annual,2020-01-25,2020-01-29,approved,2026-04-05 21:50:05.069527
1225,60,maternity,2023-02-20,2023-05-19,approved,2026-04-05 21:50:05.069527
1226,60,annual,2021-09-15,2021-09-24,rejected,2026-04-05 21:50:05.069527
1227,60,annual,2022-06-24,2022-06-28,approved,2026-04-05 21:50:05.069527
1228,60,annual,2022-08-02,2022-08-16,approved,2026-04-05 21:50:05.069527
1229,61,annual,2022-01-23,2022-02-07,approved,2026-04-05 21:50:05.069527
1230,61,sick,2023-12-12,2023-12-13,approved,2026-04-05 21:50:05.069527
1231,61,annual,2023-02-18,2023-02-23,approved,2026-04-05 21:50:05.069527
1232,61,annual,2024-03-12,2024-03-24,approved,2026-04-05 21:50:05.069527
1233,61,annual,2021-08-30,2021-09-06,approved,2026-04-05 21:50:05.069527
1234,61,annual,2022-01-31,2022-02-13,approved,2026-04-05 21:50:05.069527
1235,62,annual,2021-04-12,2021-04-23,approved,2026-04-05 21:50:05.069527
1236,62,sick,2020-01-20,2020-01-23,rejected,2026-04-05 21:50:05.069527
1237,69,annual,2023-06-27,2023-07-04,rejected,2026-04-05 21:50:05.069527
1238,69,sick,2020-03-15,2020-03-18,rejected,2026-04-05 21:50:05.069527
1239,69,annual,2021-12-24,2021-12-31,approved,2026-04-05 21:50:05.069527
1240,78,annual,2022-12-12,2022-12-15,approved,2026-04-05 21:50:05.069527
1241,78,annual,2020-01-30,2020-02-11,approved,2026-04-05 21:50:05.069527
1242,78,annual,2022-11-06,2022-11-11,approved,2026-04-05 21:50:05.069527
1243,78,annual,2020-01-05,2020-01-12,approved,2026-04-05 21:50:05.069527
1244,78,annual,2023-03-15,2023-03-23,approved,2026-04-05 21:50:05.069527
1245,78,sick,2022-08-13,2022-08-14,pending,2026-04-05 21:50:05.069527
1246,83,sick,2020-11-18,2020-11-22,pending,2026-04-05 21:50:05.069527
1247,83,annual,2021-09-29,2021-10-02,approved,2026-04-05 21:50:05.069527
1248,83,annual,2022-01-09,2022-01-16,approved,2026-04-05 21:50:05.069527
1249,83,annual,2023-07-28,2023-08-04,rejected,2026-04-05 21:50:05.069527
1250,83,annual,2024-03-08,2024-03-11,rejected,2026-04-05 21:50:05.069527
1251,84,annual,2020-07-05,2020-07-11,approved,2026-04-05 21:50:05.069527
1252,84,annual,2021-03-18,2021-03-27,approved,2026-04-05 21:50:05.069527
1253,84,sick,2022-05-19,2022-05-20,approved,2026-04-05 21:50:05.069527
1254,84,annual,2020-10-16,2020-10-19,rejected,2026-04-05 21:50:05.069527
1255,84,sick,2020-05-16,2020-05-19,rejected,2026-04-05 21:50:05.069527
1256,91,sick,2021-12-20,2021-12-25,approved,2026-04-05 21:50:05.069527
1257,91,annual,2023-07-07,2023-07-21,approved,2026-04-05 21:50:05.069527
1258,91,annual,2023-03-03,2023-03-12,approved,2026-04-05 21:50:05.069527
1259,91,paternity,2023-11-25,2023-12-05,approved,2026-04-05 21:50:05.069527
1260,109,annual,2020-09-20,2020-10-04,rejected,2026-04-05 21:50:05.069527
1261,109,annual,2020-10-23,2020-11-03,approved,2026-04-05 21:50:05.069527
1262,109,annual,2024-04-19,2024-05-01,approved,2026-04-05 21:50:05.069527
1263,109,annual,2021-02-18,2021-02-27,approved,2026-04-05 21:50:05.069527
1264,109,unpaid,2023-05-10,2023-05-22,approved,2026-04-05 21:50:05.069527
1265,109,annual,2020-08-20,2020-09-04,approved,2026-04-05 21:50:05.069527
1266,188,annual,2020-07-12,2020-07-18,approved,2026-04-05 21:50:05.069527
1267,188,annual,2023-09-13,2023-09-25,approved,2026-04-05 21:50:05.069527
1268,188,sick,2021-02-10,2021-02-13,approved,2026-04-05 21:50:05.069527
1269,188,annual,2022-01-05,2022-01-18,approved,2026-04-05 21:50:05.069527
1270,195,annual,2022-06-25,2022-07-02,approved,2026-04-05 21:50:05.069527
1271,195,annual,2022-03-21,2022-03-28,approved,2026-04-05 21:50:05.069527
1272,195,annual,2022-09-05,2022-09-08,approved,2026-04-05 21:50:05.069527
1273,195,annual,2023-05-05,2023-05-13,approved,2026-04-05 21:50:05.069527
1274,195,sick,2022-10-10,2022-10-12,approved,2026-04-05 21:50:05.069527
1275,195,annual,2022-09-15,2022-09-19,approved,2026-04-05 21:50:05.069527
1276,243,annual,2023-11-07,2023-11-11,approved,2026-04-05 21:50:05.069527
1277,243,annual,2022-04-24,2022-05-09,approved,2026-04-05 21:50:05.069527
1278,243,maternity,2021-12-26,2022-02-28,approved,2026-04-05 21:50:05.069527
1279,243,annual,2020-08-20,2020-09-01,approved,2026-04-05 21:50:05.069527
1280,243,annual,2021-09-21,2021-10-04,approved,2026-04-05 21:50:05.069527
1281,243,sick,2021-02-26,2021-03-02,approved,2026-04-05 21:50:05.069527
1282,245,annual,2020-12-04,2020-12-10,approved,2026-04-05 21:50:05.069527
1283,245,sick,2021-04-27,2021-04-30,pending,2026-04-05 21:50:05.069527
1284,247,sick,2020-11-24,2020-11-27,approved,2026-04-05 21:50:05.069527
1285,247,annual,2021-05-25,2021-05-31,approved,2026-04-05 21:50:05.069527
1286,250,annual,2023-10-28,2023-11-01,approved,2026-04-05 21:50:05.069527
1287,250,annual,2023-12-18,2023-12-26,approved,2026-04-05 21:50:05.069527
1288,276,annual,2022-09-02,2022-09-11,rejected,2026-04-05 21:50:05.069527
1289,276,annual,2023-06-16,2023-06-24,approved,2026-04-05 21:50:05.069527
1290,276,annual,2021-01-10,2021-01-19,rejected,2026-04-05 21:50:05.069527
1291,276,annual,2023-01-18,2023-01-25,approved,2026-04-05 21:50:05.069527
1292,276,annual,2021-10-07,2021-10-10,approved,2026-04-05 21:50:05.069527
1293,14,paternity,2023-11-05,2023-11-15,approved,2026-04-05 21:50:05.069527
1294,14,annual,2022-08-15,2022-08-23,approved,2026-04-05 21:50:05.069527
1295,14,sick,2023-12-10,2023-12-15,approved,2026-04-05 21:50:05.069527
1296,16,paternity,2022-04-03,2022-04-16,approved,2026-04-05 21:50:05.069527
1297,16,annual,2021-01-07,2021-01-21,approved,2026-04-05 21:50:05.069527
1298,16,sick,2020-10-07,2020-10-08,pending,2026-04-05 21:50:05.069527
1299,16,unpaid,2021-05-04,2021-05-16,approved,2026-04-05 21:50:05.069527
1300,19,sick,2022-08-03,2022-08-07,approved,2026-04-05 21:50:05.069527
1301,19,annual,2020-05-05,2020-05-16,approved,2026-04-05 21:50:05.069527
1302,19,sick,2021-10-30,2021-11-04,approved,2026-04-05 21:50:05.069527
1303,19,annual,2022-10-15,2022-10-21,approved,2026-04-05 21:50:05.069527
1304,19,annual,2021-04-05,2021-04-11,approved,2026-04-05 21:50:05.069527
1305,19,sick,2020-10-10,2020-10-13,approved,2026-04-05 21:50:05.069527
1306,32,sick,2022-02-10,2022-02-11,approved,2026-04-05 21:50:05.069527
1307,32,annual,2023-01-10,2023-01-19,approved,2026-04-05 21:50:05.069527
1308,32,annual,2023-05-16,2023-05-27,approved,2026-04-05 21:50:05.069527
1309,32,annual,2024-05-14,2024-05-24,approved,2026-04-05 21:50:05.069527
1310,47,sick,2020-06-01,2020-06-03,approved,2026-04-05 21:50:05.069527
1311,47,sick,2022-07-17,2022-07-19,rejected,2026-04-05 21:50:05.069527
1312,47,annual,2022-03-19,2022-03-28,approved,2026-04-05 21:50:05.069527
1313,47,sick,2021-06-24,2021-06-29,approved,2026-04-05 21:50:05.069527
1314,47,annual,2020-04-06,2020-04-14,approved,2026-04-05 21:50:05.069527
1315,58,annual,2023-06-10,2023-06-15,approved,2026-04-05 21:50:05.069527
1316,58,sick,2023-11-05,2023-11-07,rejected,2026-04-05 21:50:05.069527
1317,58,maternity,2022-02-15,2022-04-16,approved,2026-04-05 21:50:05.069527
1318,58,annual,2020-10-21,2020-11-05,approved,2026-04-05 21:50:05.069527
1319,58,paternity,2023-12-06,2023-12-21,approved,2026-04-05 21:50:05.069527
1320,67,sick,2020-11-12,2020-11-13,approved,2026-04-05 21:50:05.069527
1321,67,unpaid,2021-03-10,2021-03-19,approved,2026-04-05 21:50:05.069527
1322,88,paternity,2021-01-12,2021-01-25,approved,2026-04-05 21:50:05.069527
1323,88,annual,2020-02-07,2020-02-18,approved,2026-04-05 21:50:05.069527
1324,88,annual,2020-07-10,2020-07-18,rejected,2026-04-05 21:50:05.069527
1325,88,maternity,2021-11-21,2022-02-07,approved,2026-04-05 21:50:05.069527
1326,88,annual,2021-02-10,2021-02-24,approved,2026-04-05 21:50:05.069527
1327,88,sick,2021-09-07,2021-09-10,rejected,2026-04-05 21:50:05.069527
1328,96,sick,2023-05-29,2023-06-02,approved,2026-04-05 21:50:05.069527
1329,96,annual,2023-03-02,2023-03-07,approved,2026-04-05 21:50:05.069527
1330,96,sick,2020-09-18,2020-09-23,rejected,2026-04-05 21:50:05.069527
1331,96,paternity,2022-03-15,2022-03-25,approved,2026-04-05 21:50:05.069527
1332,96,annual,2020-08-20,2020-09-01,approved,2026-04-05 21:50:05.069527
1333,104,annual,2020-03-08,2020-03-18,approved,2026-04-05 21:50:05.069527
1334,104,sick,2020-07-19,2020-07-22,rejected,2026-04-05 21:50:05.069527
1335,104,annual,2021-09-06,2021-09-13,approved,2026-04-05 21:50:05.069527
1336,104,annual,2023-10-09,2023-10-20,rejected,2026-04-05 21:50:05.069527
1337,104,annual,2021-02-04,2021-02-13,approved,2026-04-05 21:50:05.069527
1338,105,annual,2020-10-12,2020-10-17,pending,2026-04-05 21:50:05.069527
1339,105,annual,2022-10-27,2022-11-10,rejected,2026-04-05 21:50:05.069527
1340,105,sick,2021-01-15,2021-01-19,approved,2026-04-05 21:50:05.069527
1341,105,annual,2020-05-12,2020-05-24,approved,2026-04-05 21:50:05.069527
1342,105,annual,2023-12-03,2023-12-08,approved,2026-04-05 21:50:05.069527
1343,113,annual,2020-06-06,2020-06-12,rejected,2026-04-05 21:50:05.069527
1344,113,annual,2021-06-05,2021-06-12,pending,2026-04-05 21:50:05.069527
1345,113,sick,2023-09-07,2023-09-09,approved,2026-04-05 21:50:05.069527
1346,113,annual,2023-05-12,2023-05-18,approved,2026-04-05 21:50:05.069527
1347,125,sick,2024-03-21,2024-03-22,approved,2026-04-05 21:50:05.069527
1348,125,annual,2020-04-01,2020-04-12,approved,2026-04-05 21:50:05.069527
1349,125,annual,2023-04-04,2023-04-14,approved,2026-04-05 21:50:05.069527
1350,125,annual,2023-08-18,2023-08-24,approved,2026-04-05 21:50:05.069527
1351,125,paternity,2021-06-20,2021-07-03,approved,2026-04-05 21:50:05.069527
1352,125,annual,2023-01-04,2023-01-14,approved,2026-04-05 21:50:05.069527
1353,130,sick,2021-10-29,2021-10-30,approved,2026-04-05 21:50:05.069527
1354,130,annual,2021-08-04,2021-08-11,approved,2026-04-05 21:50:05.069527
1355,133,unpaid,2022-05-04,2022-06-01,approved,2026-04-05 21:50:05.069527
1356,133,unpaid,2022-05-19,2022-06-18,approved,2026-04-05 21:50:05.069527
1357,133,sick,2023-10-17,2023-10-18,approved,2026-04-05 21:50:05.069527
1358,143,annual,2021-04-06,2021-04-16,approved,2026-04-05 21:50:05.069527
1359,143,annual,2020-04-17,2020-05-02,approved,2026-04-05 21:50:05.069527
1360,143,sick,2022-02-02,2022-02-03,approved,2026-04-05 21:50:05.069527
1361,143,paternity,2022-07-05,2022-07-19,approved,2026-04-05 21:50:05.069527
1362,143,sick,2024-03-30,2024-03-31,rejected,2026-04-05 21:50:05.069527
1363,143,sick,2023-07-04,2023-07-06,approved,2026-04-05 21:50:05.069527
1364,157,maternity,2024-01-28,2024-04-04,approved,2026-04-05 21:50:05.069527
1365,157,annual,2020-07-08,2020-07-13,approved,2026-04-05 21:50:05.069527
1366,157,annual,2020-09-29,2020-10-09,approved,2026-04-05 21:50:05.069527
1367,157,annual,2022-05-19,2022-05-23,pending,2026-04-05 21:50:05.069527
1368,157,maternity,2023-04-04,2023-06-26,approved,2026-04-05 21:50:05.069527
1369,161,annual,2021-03-02,2021-03-13,approved,2026-04-05 21:50:05.069527
1370,161,sick,2023-07-26,2023-07-27,approved,2026-04-05 21:50:05.069527
1371,161,annual,2021-09-11,2021-09-20,approved,2026-04-05 21:50:05.069527
1372,161,annual,2022-02-13,2022-02-21,approved,2026-04-05 21:50:05.069527
1373,161,sick,2020-03-01,2020-03-03,rejected,2026-04-05 21:50:05.069527
1374,196,maternity,2023-04-03,2023-06-23,approved,2026-04-05 21:50:05.069527
